Tarih      Saat      Enlem(N)  Boylam(E) Derinlik(km)  MD   ML   Mw    Yer                                             Çözüm Niteliği
2022.10.09 01:19:02  40.0662   40.6283       10.9      -.-  1.8  -.-   KAPIKALE-ASKALE (ERZURUM)                         İlksel
2022.10.09 00:52:11  39.0118   38.6822       10.9      -.-  1.5  -.-   PULKOY-AGIN (ELAZIG)                              İlksel
2022.10.09 00:13:31  37.0785   28.4072        6.1      -.-  2.2  -.-   YESILOVA-ULA (MUGLA)                              İlksel
2022.10.09 00:02:44  38.4952   33.9110        5.2      -.-  2.2  -.-   CIMELIYENI-(AKSARAY)                              İlksel
2022.10.08 23:20:57  38.3753   39.6167        9.8      -.-  1.6  -.-   CAYIRKOY-MADEN (ELAZIG)                           İlksel
2022.10.08 23:11:30  40.8055   42.7932       12.0      -.-  1.6  -.-   KUCUKALTINBULAK-GOLE (ARDAHAN)                    İlksel
2022.10.08 22:15:49  38.8630   27.6448       12.6      -.-  2.6  -.-   YENIOSMANIYE-SARUHANLI (MANISA)                   İlksel
2022.10.08 22:05:19  36.5650   31.4723       24.7      -.-  1.8  -.-   ANTALYA KORFEZI (AKDENIZ)                         İlksel
2022.10.08 21:49:34  38.8500   27.6348        9.4      -.-  2.8  -.-   YENIOSMANIYE-SARUHANLI (MANISA)                   İlksel
2022.10.08 21:26:28  38.8505   27.6465       13.7      -.-  3.0  -.-   YENIOSMANIYE-SARUHANLI (MANISA)                   İlksel
2022.10.08 21:21:11  38.7095   42.0473        6.6      -.-  1.7  -.-   YOLGOZLER-KORKUT (MUS)                            İlksel
2022.10.08 20:50:50  38.8450   27.6240        7.8      -.-  2.5  -.-   GOZLET-SARUHANLI (MANISA)                         İlksel
2022.10.08 19:10:22  39.4492   31.5865        0.0      -.-  1.7  -.-   BOGURTLEN-SIVRIHISAR (ESKISEHIR)                  İlksel
2022.10.08 17:01:22  38.5195   45.0410        5.0      -.-  2.8  -.-   IRAN                                              İlksel
2022.10.08 16:30:04  34.5167   26.2372       24.2      -.-  2.6  -.-   GIRIT ADASI ACIKLARI (AKDENIZ)                    İlksel
2022.10.08 14:18:03  39.6018   29.3667        0.0      -.-  1.7  -.-   YENIKOY-TAVSANLI (KUTAHYA)                        İlksel
2022.10.08 14:12:01  37.8497   26.9267        7.0      -.-  2.3  -.-   KUSADASI KORFEZI (EGE DENIZI)                     İlksel
2022.10.08 14:02:16  39.5957   29.4890        0.0      -.-  1.9  -.-   KAYAARASI-TAVSANLI (KUTAHYA)                      İlksel
2022.10.08 12:38:13  40.7377   42.7607        8.2      -.-  2.3  -.-   TOPTAS-GOLE (ARDAHAN)                             İlksel
2022.10.08 12:36:33  39.7920   28.7597        2.7      -.-  1.6  -.-   ORENCIK-BUYUKORHAN (BURSA)                        İlksel
2022.10.08 12:33:27  38.5065   44.7402        8.6      -.-  3.3  3.3   TURKIYE-IRAN SINIR BOLGESI                        İlksel
2022.10.08 12:33:22  37.3053   31.8723        0.0      -.-  1.9  -.-   MADENLI-SEYDISEHIR (KONYA)                        İlksel
2022.10.08 12:23:50  37.8580   26.9250        6.9      -.-  2.4  -.-   KUSADASI KORFEZI (EGE DENIZI)                     İlksel
2022.10.08 12:22:13  40.4602   29.3248        0.0      -.-  1.3  -.-   ORNEKKOY-ORHANGAZI (BURSA)                        İlksel
2022.10.08 11:38:34  35.5158   31.9465       19.2      -.-  3.6  3.6   AKDENIZ                                           İlksel
2022.10.08 11:05:18  38.0295   30.0895        2.1      -.-  2.3  -.-   AKTOPRAK-DINAR (AFYONKARAHISAR)                   İlksel
2022.10.08 10:50:12  37.1972   37.2250        0.0      -.-  1.7  -.-   BOYNO-SEHITKAMIL (GAZIANTEP)                      İlksel
2022.10.08 10:11:11  39.1363   28.9888        5.6      -.-  2.3  -.-   HACIAHMETOGLU-SIMAV (KUTAHYA)                     İlksel
2022.10.08 08:53:05  38.5808   44.8495        2.3      -.-  3.1  3.1   TURKIYE-IRAN SINIR BOLGESI                        İlksel
2022.10.08 05:25:28  40.3092   26.1275        2.3      -.-  1.5  -.-   SAROS KORFEZI (EGE DENIZI)                        İlksel
2022.10.08 04:28:46  40.7733   42.8150       19.5      -.-  2.2  -.-   CULLU-GOLE (ARDAHAN)                              İlksel
2022.10.08 04:27:53  38.9648   44.2310       83.3      -.-  1.9  -.-   YUKARIBALCIKLI-OZALP (VAN)                        İlksel
2022.10.08 04:26:32  40.2887   26.1417       19.6      -.-  1.7  -.-   KEMALYERI ACIKLARI-CANAKKALE (EGE DENIZI)         İlksel
2022.10.08 03:40:09  38.6703   43.1030        5.0      -.-  2.4  -.-   VAN GOLU                                          İlksel
2022.10.08 03:40:00  38.5520   31.5293        3.3      -.-  2.0  -.-   PAZARKAYA-TUZLUKCU (KONYA)                        İlksel
2022.10.08 03:08:18  36.1568   29.7283       17.3      -.-  1.8  -.-   BOGAZCIK-KAS (ANTALYA)                            İlksel
2022.10.08 02:40:31  37.0848   28.3848        5.9      -.-  1.9  -.-   KIZILAGAC-ULA (MUGLA)                             İlksel
2022.10.08 01:46:23  40.1242   41.7052        8.0      -.-  1.4  -.-   CALIYAZI-PASINLER (ERZURUM)                       İlksel
2022.10.08 01:26:35  37.2598   27.8750       12.8      -.-  1.8  -.-   KALINAGIL-MILAS (MUGLA)                           İlksel
2022.10.08 01:07:14  37.2610   27.8867       11.4      -.-  2.0  -.-   CAMLIBELEN-MILAS (MUGLA)                          İlksel
2022.10.08 00:54:17  37.2805   28.0298        5.0      -.-  1.6  -.-   YAYLA-YATAGAN (MUGLA)                             İlksel
2022.10.08 00:18:33  37.1305   28.4270       15.7      -.-  1.4  -.-   ULA (MUGLA)                                       İlksel
2022.10.07 23:44:02  37.7833   27.0182        8.3      -.-  2.0  -.-   KUSADASI KORFEZI (EGE DENIZI)                     İlksel
2022.10.07 22:39:41  37.1147   28.4273        5.3      -.-  1.9  -.-   ULA (MUGLA)                                       İlksel
2022.10.07 22:23:26  34.3732   26.2693        9.2      -.-  3.0  -.-   GIRIT ADASI ACIKLARI (AKDENIZ)                    İlksel
2022.10.07 22:18:28  35.7143   26.4158       25.5      -.-  3.1  -.-   AKDENIZ                                           İlksel
2022.10.07 21:38:24  40.3197   26.1318        7.9      -.-  2.0  -.-   SAROS KORFEZI (EGE DENIZI)                        İlksel
2022.10.07 21:27:46  40.7708   42.7923       15.3      -.-  1.6  -.-   CULLU-GOLE (ARDAHAN)                              İlksel
2022.10.07 21:13:24  40.8150   42.8052       15.1      -.-  1.7  -.-   KUCUKALTINBULAK-GOLE (ARDAHAN)                    İlksel
2022.10.07 20:32:42  38.0880   42.6010        7.2      -.-  2.3  -.-   SURUCULER-HIZAN (BITLIS)                          İlksel
2022.10.07 20:15:43  36.7257   34.5940        5.0      -.-  1.0  -.-   YENISEHIR (MERSIN)                                İlksel
2022.10.07 19:24:31  39.2032   29.1703        0.0      -.-  1.8  -.-   YENIPINAR-HISARCIK (KUTAHYA)                      İlksel
2022.10.07 18:49:34  39.1697   29.0298        7.9      -.-  1.7  -.-   KARACAOREN-SIMAV (KUTAHYA)                        İlksel
2022.10.07 18:38:12  37.0832   28.4255        7.0      -.-  2.6  -.-   YESILOVA-ULA (MUGLA)                              İlksel
2022.10.07 18:35:48  37.0853   28.4142       13.7      -.-  2.4  -.-   ULA (MUGLA)                                       İlksel
2022.10.07 17:55:17  39.1667   29.0067        9.9      -.-  1.8  -.-   KARACAOREN-SIMAV (KUTAHYA)                        İlksel
2022.10.07 17:23:38  39.8460   28.8260        0.0      -.-  1.4  -.-   ALTINTAS-ORHANELI (BURSA)                         İlksel
2022.10.07 16:17:52  36.1548   33.5275        0.0      -.-  0.9  -.-   YANISLI-GULNAR (MERSIN)                           İlksel
2022.10.07 16:16:14  36.6627   36.6330        8.5      -.-  2.4  -.-   KALETEPE-KIRIKHAN (HATAY)                         İlksel
2022.10.07 16:03:37  39.1037   28.5153       25.4      -.-  1.9  -.-   BARDAKCI-DEMIRCI (MANISA)                         İlksel
2022.10.07 15:18:45  37.8283   27.0005        5.1      -.-  2.7  -.-   KUSADASI KORFEZI (EGE DENIZI)                     İlksel
2022.10.07 15:02:13  36.4645   33.5060        7.1      -.-  1.4  -.-   OZKOY-MUT (MERSIN)                                İlksel
2022.10.07 14:51:21  37.8370   26.9627        2.9      -.-  1.9  -.-   KUSADASI KORFEZI (EGE DENIZI)                     İlksel
2022.10.07 14:38:54  36.9353   29.3237        4.1      -.-  1.6  -.-   GURSU-CAMELI (DENIZLI)                            İlksel
2022.10.07 14:22:39  35.1477   25.1740        6.8      -.-  3.2  3.4   GIRIT ADASI (AKDENIZ)                             İlksel
2022.10.07 14:18:14  38.5923   45.0742        5.0      -.-  2.6  -.-   IRAN                                              İlksel
2022.10.07 14:03:43  39.7037   25.6273        9.3      -.-  2.0  -.-   EGE DENIZI                                        İlksel
2022.10.07 13:34:07  40.3870   35.4987        5.0      -.-  2.3  -.-   HASANBEY-GOYNUCEK (AMASYA)                        İlksel
2022.10.07 13:30:28  39.5728   29.3678        4.2      -.-  1.7  -.-   KOPRUCEK-TAVSANLI (KUTAHYA)                       İlksel
2022.10.07 13:07:11  40.6935   42.7880       22.1      -.-  1.8  -.-   YAYLACIK-SELIM (KARS)                             İlksel
2022.10.07 13:03:27  40.7885   42.7693        5.0      -.-  2.5  -.-   KOYUNLU-GOLE (ARDAHAN)                            İlksel
2022.10.07 13:00:01  36.5783   26.5532       27.6      -.-  2.7  -.-   AKDENIZ                                           İlksel
2022.10.07 12:56:38  36.9993   27.2373        5.0      -.-  1.7  -.-   TURGUTREIS-BODRUM (MUGLA)                         İlksel
2022.10.07 12:56:08  40.7635   42.7845        5.0      -.-  2.3  -.-   CULLU-GOLE (ARDAHAN)                              İlksel
2022.10.07 12:43:09  37.1025   28.1575       20.4      -.-  1.4  -.-   DENIZOVA-(MUGLA)                                  İlksel
2022.10.07 12:05:02  36.6432   36.2543        6.6      -.-  1.7  -.-   KAVAKLIOLUK-ISKENDERUN (HATAY)                    İlksel
2022.10.07 12:04:08  36.8778   27.1953        5.4      -.-  2.3  -.-   KOS ADASI (AKDENIZ)                               İlksel
2022.10.07 12:00:30  38.0477   27.1210        5.4      -.-  2.3  -.-   CILE-MENDERES (IZMIR)                             İlksel
2022.10.07 10:52:46  39.4075   40.3777        3.4      -.-  2.7  -.-   GELINPERTEK-YEDISU (BINGOL)                       İlksel
